Movie_ID_Alias,Movie_Genres,Movie_ReleaseYear
1,Horror|Sci-Fi,1958
2,Comedy|Horror,1992
3,Horror,1959
4,Horror|Thriller,1996
5,,-
6,Adventure|Fantasy,1991
7,Adventure|Children's|Fantasy,1959
8,Drama|Fantasy,1986
9,Action|Thriller,1992
10,Drama,1984
11,Comedy,1991
12,Horror,1931
13,Action|Thriller,1988
14,Comedy|Romance,1995
15,Adventure|War,1963
16,Action|Thriller,2000
17,Action|Sci-Fi,2000
18,Action|Drama,2000
19,Comedy,2000
20,Comedy|Thriller,2000
21,Crime|Thriller,2000
22,Comedy|Horror|Thriller,2000
23,Comedy|Drama,2000
24,Comedy,2000
25,,-
26,Comedy,2000
27,Drama,1971
28,Action|Adventure|Comedy|Horror,1987
29,Horror,1973
30,Drama|Romance,1997
31,Crime|Thriller,1992
32,Drama|Film-Noir,1984
33,Action|Drama|War,1961
34,,-
35,Drama|War,1953
36,Drama|Thriller,1996
37,,-
38,Horror|Sci-Fi,1956
39,Drama,1985
40,Comedy|Drama,1999
41,Documentary,1984
42,Comedy|Drama,1983
43,Drama|Thriller,1976
44,Drama,1998
45,Comedy|Drama,1973
46,Adventure|Comedy|Sci-Fi,1984
47,Drama,1997
48,Action|Adventure|Sci-Fi|Thriller,1989
49,Comedy,1994
50,Comedy,1995
51,Comedy|Drama,1998
52,Drama,1985
53,Drama,1989
54,Comedy|War,1971
55,Comedy|Romance,1999
56,Drama,1998
57,Drama,1948
58,Comedy,1997
59,Comedy|Horror,1987
60,Drama|Thriller,1995
61,Action|Drama,1991
62,Drama,1997
63,Sci-Fi,1926
64,Comedy,1995
65,Comedy|Horror,1974
66,Comedy,1995
67,Comedy,1998
68,Comedy|Drama,1997
69,Documentary,1998
70,Drama,1998
71,Comedy|Mystery|Romance|Thriller,1938
72,Romance|Thriller,1940
73,Comedy|Crime,2000
74,Comedy|Romance,1998
75,Action|Sci-Fi|Thriller,1999
76,Drama|Romance|Thriller,1985
77,Drama,1998
78,Comedy|Drama,1994
79,Comedy,1992
80,Comedy,1993
81,Comedy,1989
82,Drama|Romance,1998
83,Comedy,1998
84,Drama,1993
85,Sci-Fi|Thriller,1995
86,Comedy,1997
87,Action|Adventure|Fantasy|Sci-Fi,1982
88,Comedy,1978
89,Comedy,1996
90,Comedy,1986
91,Action|Comedy|Fantasy,1992
92,Romance,1997
93,Action|Romance,1986
94,Comedy|Romance,1994
95,Action|Adventure|Comedy,1993
96,,-
97,Comedy,1992
98,Adventure|Children's,1960
99,Comedy,1999
100,Drama,1987
101,,-
102,,-
103,,-
104,Drama,1996
105,Action,1994
106,,-
107,Horror|Sci-Fi,1995
108,Comedy,1994
109,Comedy|Drama|Romance,1998
110,Action|Drama,1998
111,Animation|Children's|Musical,1959
112,Comedy,1984
113,Drama,1994
114,Comedy|Romance,1995
115,Drama|Romance,1996
116,Drama,1994
117,Adventure|Children's|Fantasy|Sci-Fi,1985
118,Action|Drama,1985
119,Comedy,1997
120,Comedy|Drama,1997
121,Action|Sci-Fi|Thriller,1990
122,Horror|Thriller,1988
123,Action|Adventure,1972
124,Crime|Thriller,1997
125,Drama,1998
126,Mystery|Thriller,1998
127,Horror,1989
128,Sci-Fi|Thriller,1998
129,Drama|Romance,1996
130,Film-Noir|Mystery|Thriller,1998
131,Drama,1995
132,Comedy,1986
133,Comedy,1982
134,Thriller,1991
135,Adventure|Comedy,1991
136,Drama|Romance,1996
137,Horror,1984
138,Adventure|Sci-Fi,1985
139,Drama,1993
140,Action|Adventure|Comedy,1999
141,Action|Thriller,1998
142,Comedy|Romance,1993
143,Comedy,1993
144,Drama,1995
145,Comedy|Romance,1996
146,Action,1997
147,Comedy,1994
148,Comedy,1995
149,Comedy,1979
150,Drama|Romance,1997
151,Animation|Children's|Comedy|Musical|Romance,1989
152,Action|Comedy|Crime|Drama,1989
153,Romance|Thriller,1997
154,Drama|Romance,1995
155,Comedy,1983
156,Action|Adventure|Drama,1986
157,Comedy,1998
158,Documentary|Musical,1998
159,Crime|Drama|Thriller,1995
160,Thriller,1994
161,Thriller,1995
162,Drama|Romance,1994
163,Adventure|Children's|Fantasy,1995
164,Comedy|Romance,1992
165,Comedy,1997
166,Comedy,1998
167,Adventure|Children's|Sci-Fi,1986
168,Comedy|Horror,1986
169,Documentary,1994
170,Comedy|Romance,1995
171,Crime,1997
172,Comedy,1996
173,Comedy|Musical|Romance,1978
174,Comedy|Horror,1985
175,Action,1994
176,Comedy|Romance,1994
177,Crime,1996
178,Comedy,1982
179,Children's|Comedy,2000
180,Comedy,1997
181,Comedy,1985
182,Comedy,1989
183,Adventure|Children's|Sci-Fi,1986
184,Comedy,1995
185,Comedy,1993
186,Comedy,1992
187,Action|Sci-Fi|Thriller,1997
188,Comedy,1999
189,Animation|Children's|Musical,1941
190,Action,1995
191,Comedy,1999
192,Comedy|Drama,1989
193,Action|Sci-Fi,1993
194,Comedy|Fantasy,1991
195,Comedy,1998
196,Horror|Thriller,1998
197,Comedy,1981
198,Comedy|Drama|Romance,1995
199,Comedy|Drama,1995
200,Mystery|Romance|Thriller,1991
201,Thriller,1989
202,Adventure|Comedy,1988
203,Horror,1982
204,Comedy|Drama,1991
205,Drama|War,1996
206,Action|Mystery|Romance|Thriller,1997
207,Comedy,1994
208,Comedy|Romance,1995
209,,-
210,Sci-Fi|Thriller,2000
211,Film-Noir|Thriller,1962
212,Comedy,1996
213,Comedy|War,1994
214,Drama|Romance,1995
215,Comedy,1981
216,Comedy,1998
217,Comedy,1987
218,Comedy,1999
219,Comedy|Romance,1992
220,Comedy,1995
221,Action|Thriller,1996
222,Comedy|Romance,1987
223,Comedy|Drama,2000
224,Action|Comedy,1994
225,Comedy,1992
226,Drama,1997
227,Comedy,1996
228,Horror,1999
229,Crime|Drama,1992
230,,-
231,Comedy,1984
232,,-
233,Action,1995
234,Comedy|Crime,1986
235,Animation|Children's|Comedy,1986
236,Comedy,1999
237,Adventure|Comedy,1998
238,Action|Adventure|Sci-Fi|Thriller,1998
239,Comedy,1989
240,Action|Thriller,1997
241,Crime,1996
242,Crime|Thriller,1996
243,Comedy,1993
244,Comedy,1999
245,Animation|Children's|Musical,1950
246,Comedy|Musical,1964
247,Drama,1998
248,Drama,1951
249,Drama,1993
250,Drama,1989
251,Comedy,1996
252,,-
253,Comedy,1999
254,Children's|Comedy|Musical,1993
255,Drama,1997
256,Documentary,1998
257,Mystery,1999
258,Documentary,1999
259,Adventure|Sci-Fi,1995
260,Drama,1973
261,Comedy,1997
262,Comedy,1980
263,Comedy|Drama|Romance,1989
264,Comedy|Crime,1973
265,Action|Adventure|Romance|Thriller,1996
266,Action|Adventure|Thriller,1996
267,Action|Adventure|Comedy|Romance,1987
268,Adventure|Children's|Fantasy,1985
269,Adventure|Children's|Comedy|Fantasy,1971
270,Action|Adventure|Sci-Fi,1978
271,,-
272,Comedy|Romance,1993
273,Comedy|Romance,1999
274,Drama,1984
275,Action|Drama,1979
276,Action|Comedy|Western,1988
277,Action|Comedy|Western,1990
278,Crime|Drama,1973
279,Western,1993
280,Comedy,1996
281,Comedy|Romance,1993
282,Comedy|Sci-Fi,1985
283,Drama,1992
284,Comedy|Romance,1953
285,Comedy|Drama|Romance,1988
286,Drama,1950
287,Drama|War,1999
288,Drama|Romance,2000
289,Comedy|Fantasy,1988
290,Drama,1998
291,Comedy|Horror,1985
292,Comedy|Romance|Thriller,1990
293,Action|Comedy,1999
294,Documentary,1994
295,Drama,1961
296,Drama|Romance|Sci-Fi,1997
297,Action,1994
298,Drama,1980
299,Action|Romance|Thriller,1995
300,Crime|Thriller,2000
301,Comedy|Drama|Romance,1998
302,Comedy|Drama|War,1955
303,Crime|Film-Noir|Mystery,1944
304,Action|Drama,1954
305,Comedy|Romance,1993
306,Action|Crime|Romance,1998
307,Mystery|Thriller,1949
308,Animation|Comedy,1993
309,Comedy,1996
310,,-
311,Comedy|Crime,1959
312,Crime|Film-Noir,1944
313,Drama,1962
314,Drama|Romance|War,1942
315,Film-Noir,1946
316,Drama,1999
317,Comedy,1999
318,Drama|Romance,1995
319,Thriller,1978
320,Crime|Drama|Romance,1980
321,Horror,1979
322,Drama|Romance,1998
323,Comedy,1995
324,Comedy|Musical,1968
325,Film-Noir,1950
326,Drama|Thriller,1959
327,Action|Sci-Fi,1968
328,Action|Sci-Fi,1970
329,Action|Sci-Fi,1973
330,Action|Sci-Fi,1972
331,Action|Sci-Fi,1971
332,Comedy|Sci-Fi,1989
333,Adventure|Children's|Drama,1993
334,Comedy|Romance,1975
335,Drama|Thriller,1991
336,Thriller,1999
337,Drama,1939
338,Drama|Mystery|Romance,1998
339,,-
340,Crime,1998
341,Comedy|Drama,1960
342,Comedy|Drama,1999
343,Comedy,1995
344,Crime|Thriller,1997
345,Drama,1998
346,Documentary,1999
347,Film-Noir|Thriller,1962
348,Drama,1992
349,Comedy,1992
350,Thriller,1987
351,Action|Drama|War,1998
352,Drama,2000
353,Documentary,1998
354,Drama,1994
355,Horror|Romance,1999
356,Comedy|Romance,1999
357,Drama|Mystery|Thriller,1999
358,Comedy|Drama,2000
359,Action|Crime,2000
360,Comedy|Romance,1999
361,Comedy,1999
362,Drama,1999
363,Thriller,1999
364,Comedy|Romance,1958
365,Adventure|Drama,2000
366,Drama,1998
367,Comedy,2000
368,,-
369,Comedy|Sci-Fi|Western,1990
370,Comedy|Crime,1992
371,Comedy|Crime|Drama,1975
372,Drama,1998
373,Crime|Drama,1992
374,Crime|Drama,1954
375,Crime|Thriller,1995
376,,-
377,Action|Crime|Drama,1972
378,Comedy|Drama|Romance,1996
379,Drama,1983
380,Thriller,1999
381,Children's|Comedy,1999
382,Drama|Romance,1985
383,Comedy,2000
384,Drama,2000
385,Action|Thriller,1993
386,Comedy|Crime|Mystery|Thriller,1998
387,Mystery|Thriller,1992
388,,-
389,Drama|Romance,1998
390,Comedy,1998
391,Comedy,2000
392,Action|Crime|Thriller,1995
393,Adventure|Romance,1988
394,Comedy|Romance|War,1994
395,Action|Drama|War,1998
396,Crime|Drama,1994
397,Comedy|Crime|Thriller,1998
398,Comedy|Drama,1997
399,Drama|Romance,1998
400,Action|Sci-Fi|Thriller,1987
401,Comedy|Western,1974
402,Action|Adventure|Comedy|Romance,1994
403,Adventure|Comedy|Romance,1998
404,Crime|Thriller,1995
405,Sci-Fi,1985
406,Drama|Sci-Fi,1995
407,Animation|Children's|Comedy,1995
408,Animation|Children's|Comedy,1999
409,,-
410,Drama,1997
411,Comedy|Musical|Romance,1982
412,Children's|Fantasy|Musical,1961
413,Adventure|Musical,1967
414,Adventure|Animation|Children's|Musical,1946
415,Comedy|Musical,1961
416,Drama|Musical,1975
417,Musical,1944
418,Musical,1954
419,Animation|Children's|Comedy|Musical,1940
420,Adventure|Children's|Musical,1971
421,Animation|Children's|Musical,1951
422,Drama,1992
423,Drama,2000
424,Drama,1999
425,Drama,1988
426,Crime|Drama,1967
427,Drama,1997
428,Crime|Thriller,1998
429,Action|Crime|Drama|Thriller,1971
430,Drama,1986
431,Crime|Drama|Thriller,1968
432,Drama|Thriller,1988
433,Thriller,2000
434,Drama|Thriller,1996
435,Drama,1993
436,Drama,1996
437,Adventure|Thriller,1997
438,Horror,1981
439,,-
440,,-
441,Drama|War,1997
442,Comedy,1998
443,Comedy|Romance,1932
444,Comedy|Romance,2000
445,Comedy|Romance,1952
446,Comedy,1999
447,Action|Comedy|Western,1969
448,Comedy|Drama,1982
449,Drama,1960
450,Drama|Mystery,1999
451,Action|Crime|Thriller,1995
452,Musical,1968
453,Drama,1996
454,Drama,1999
455,Drama,1999
456,Romance,1998
457,Crime|Thriller,1996
458,Crime,1975
459,Crime,1999
460,Drama,1930
461,Comedy,2000
462,Action|Adventure|Comedy|Sci-Fi,1997
463,Action|Crime|Sci-Fi,1987
464,Adventure|Fantasy|Sci-Fi,1981
465,Action|Adventure|Sci-Fi|Thriller,1990
466,Action|Horror|Sci-Fi|Thriller,1982
467,Sci-Fi,1971
468,Action|Horror|Sci-Fi|Thriller,1979
469,Drama|War,1978
470,Drama|War,1986
471,War,1930
472,Action|Adventure|War,1969
473,Drama|War,1979
474,Action|Drama|War,1981
475,Action|Drama|War,1995
476,Adventure|War,1962
477,Drama|War,1993
478,Adventure|Drama|Western,1990
479,Drama|Western,1953
480,Western,1972
481,Western,1967
482,Action|Western,1964
483,Western,1992
484,Action|Western,1966
485,Western,1969
486,Western,1965
487,Action|Thriller,1990
488,Thriller,1999
489,Action|Horror|Thriller,1999
490,Drama|Fantasy|Romance|Thriller,1994
491,Drama,1986
492,Drama|Thriller,1997
493,Comedy,1979
494,,-
495,,-
496,Comedy,1988
497,Drama,1989
498,Comedy,1999
499,,-
500,Film-Noir|Sci-Fi,1982
501,Sci-Fi,1965
502,Drama|Thriller,1999
503,Musical,1958
504,Drama,1999
505,Comedy|Romance,1999
506,Comedy|Drama,1999
507,Comedy,1992
508,Comedy|Drama,1997
509,Comedy|Romance,1998
510,Comedy,1980
511,Comedy|Drama,1999
512,Comedy|Drama,1997
513,Comedy|Drama,1989
514,Comedy|Romance,2000
515,Comedy|Drama,1995
516,Drama|Romance|War,1995
517,Comedy|Romance,1999
518,Drama,2000
519,Comedy,1983
520,Drama,1996
521,Drama,1997
522,Drama,1999
523,Drama|Thriller,2000
524,Documentary,1997
525,Comedy|Drama,1995
526,Comedy,1989
527,Thriller,1976
528,Drama,1983
529,Drama|Romance,1996
530,Drama,1997
531,Comedy|Romance,1991
532,Drama,1998
533,Comedy|Crime,1997
534,Drama,1998
535,Comedy,1978
536,Comedy|Drama,1990
537,Adventure|Comedy|Drama,1986
538,Drama,1996
539,Action|Comedy|Drama,1998
540,Action|Thriller,1999
541,Thriller,1969
542,Action|Adventure|Thriller,1996
543,Action|Adventure|Thriller,1998
544,Drama,1978
545,Romance|Thriller,1998
546,Comedy,1996
547,Action|Sci-Fi,2000
548,Thriller,1934
549,Thriller,1935
550,Adventure|Animation|Children's|Musical,1977
551,Animation|Children's,1985
552,Animation|Children's,1986
553,Animation|Children's|Musical,1996
554,Animation|Children's|Fantasy|Musical,1953
555,Action|Horror,1975
556,Comedy|Drama,1995
557,Comedy,1987
558,Comedy|Musical,1997
559,Comedy,1999
560,Children's|Comedy,1997
561,Comedy,1981
562,Comedy|Drama,1998
563,Comedy|Western,1986
564,Adventure|Comedy|Musical,1980
565,Comedy|Drama|Romance,1998
566,Comedy|Drama,1998
567,Sci-Fi,1956
568,Action|Crime|Thriller,1992
569,Children's|Comedy|Fantasy,1997
570,Drama|Romance|War,1996
571,Documentary,1999
572,Action|Adventure,1987
573,,-
574,Comedy|Horror,1989
575,Comedy|Mystery,1985
576,Children's|Comedy,1992
577,Comedy,1998
578,Children's|Comedy,1990
579,Comedy,1999
580,Thriller,1929
581,Comedy|Romance,1993
582,Comedy,1997
583,Animation|Children's|Comedy,1996
584,Comedy|Romance,1996
585,Mystery,1997
586,Drama,1986
587,Drama,1999
588,Comedy|Horror,1984
589,Comedy|Romance,1994
590,Sci-Fi,1979
591,Sci-Fi,2000
592,Action|Sci-Fi|Thriller,1992
593,Action|Sci-Fi,1985
594,Sci-Fi|Thriller,1995
595,Adventure|Animation|Sci-Fi,2000
596,Action|Sci-Fi|War,1996
597,Children's|Comedy|Fantasy,1961
598,Fantasy|Sci-Fi,1984
599,Adventure|Children's|Fantasy,1995
600,Adventure|Children's|Fantasy,1984
601,Adventure|Children's|Fantasy,1975
602,Adventure|Children's|Fantasy,1986
603,Comedy,1940
604,Drama|War,1946
605,Drama,1966
606,Action,1995
607,Drama|Horror|Thriller,1960
608,,-
609,Comedy|Romance,1998
610,Comedy|Romance,1999
611,Animation|Musical,1998
612,Drama,1999
613,Crime|Thriller,1999
614,Animation|Children's|Comedy,1998
615,Drama,1996
616,Comedy,1974
617,Mystery|Thriller,1958
618,Drama,1957
619,Action|Adventure,1981
620,Comedy,1934
621,Adventure|Children's|Drama|Musical,1939
622,Horror|Thriller,1960
623,Drama,1994
624,Musical|Romance,1952
625,Drama|Romance|War|Western,1994
626,Action|Romance|War,1992
627,Drama|Romance,1997
628,Comedy,1950
629,Comedy,1993
630,Action|Romance|Thriller,1994
631,Action,1996
632,Comedy,1995
633,Drama,1997
634,Action|Drama,1976
635,Comedy|Drama|Sci-Fi,1999
636,,-
637,Action|Comedy|War,1970
638,Musical|Romance,1961
639,Drama,1998
640,Adventure,1975
641,Crime|Thriller,1997
642,Action|Adventure|Horror|Thriller,1999
643,Drama|Romance,1961
644,Children's|Comedy|Western,1979
645,Romance,1957
646,Comedy|Romance|Thriller,1955
647,Drama,1941
648,Action|Crime|Romance,1993
649,Animation|Children's|Comedy,2000
650,Action|Crime|Thriller,1998
651,Action|Romance|Thriller,1997
652,Comedy|Sci-Fi,1999
653,Comedy|Romance,1997
654,Drama|Romance,1946
655,Drama,1945
656,Comedy|Drama,1988
657,Drama,1984
658,Action|Adventure|Sci-Fi|Thriller,1981
659,Drama,1999
660,Drama,1996
661,Drama,1994
662,Drama,2000
663,Drama,1982
664,Comedy|Mystery|Romance|Thriller,1963
665,,-
666,Comedy,1997
667,Drama,1997
668,Horror|Romance,1992
669,Comedy|Romance|Thriller,1993
670,,-
671,Drama,2000
672,Drama|Romance,1996
673,,-
674,Comedy|Sci-Fi,1987
675,Adventure|Animation|Children's|Sci-Fi,1978
676,Animation|Children's|Musical,1999
677,Animation|Children's,1982
678,Comedy|Drama,1983
679,Action|Adventure,1984
680,Drama|Romance,1993
681,Animation|Children's,1961
682,Comedy|Romance,1991
683,Drama,1986
684,Comedy,1988
685,Action|Mystery|Thriller,1998
686,Drama|Sci-Fi,1984
687,Drama|Mystery,1985
688,Action|Adventure|Romance|War,1951
689,Action|Adventure|Animation|Horror|Sci-Fi,1981
690,Comedy|Drama|War,1987
691,Documentary,1995
692,Adventure|Fantasy|Romance,1985
693,Animation|Children's,1973
694,Action|Adventure,1986
695,Drama,1993
696,Drama,1988
697,Action|Drama|Fantasy|Romance,1981
698,Drama,1997
699,Action|Sci-Fi,1981
700,Comedy|Crime|Drama,1989
701,Drama,1980
702,Drama|Romance,1993
703,Drama,1999
704,,-
705,Drama,1999
706,Comedy,1999
707,Animation|Children's|Musical,1994
708,,-
709,Drama|Thriller,1943
710,Action|Adventure|Drama,1959
711,Animation|Children's|Musical,1937
712,Drama,1993
713,Children's|Drama,1993
714,Drama,1990
715,Drama,1999
716,Drama,1989
717,Thriller,1964
718,Comedy|Drama,1997
719,Documentary|War,1983
720,Comedy|Musical,1965
721,Drama,1932
722,Comedy,2000
723,Action|Comedy,1992
724,Action|Adventure|Romance,1998
725,Crime|Horror|Mystery|Thriller,1997
726,Drama|Thriller,1994
727,Comedy|Drama|Thriller,1997
728,Drama|Thriller,1993
729,Thriller,1991
730,,-
731,Action|Thriller,1990
732,Crime|Drama|Mystery|Thriller,1998
733,Drama|Thriller,1995
734,Film-Noir|Sci-Fi|Thriller,1998
735,Thriller,1992
736,Thriller,1990
737,Crime|Drama|Thriller,1996
738,Comedy|Horror|Musical|Sci-Fi,1975
739,Drama|Sci-Fi,1995
740,Crime|Drama|Sci-Fi,1992
741,Drama|Sci-Fi,1997
742,Children's|Drama|Fantasy|Sci-Fi,1982
743,Action|Sci-Fi|Thriller,1984
744,Comedy|Sci-Fi,1991
745,,-
746,,-
747,Comedy|Crime|Drama|Mystery,1997
748,Crime|Drama|Mystery,1997
749,Drama|Mystery,1991
750,Drama|Mystery,1986
751,Horror|Mystery|Thriller,1990
752,Mystery|Thriller,1997
753,Mystery|Thriller,1954
754,Drama|Mystery,1974
755,Film-Noir|Mystery|Thriller,1974
756,Mystery|Thriller,1954
757,Crime|Film-Noir|Mystery|Thriller,1997
758,Comedy|Drama,1998
759,Comedy|Drama,1995
760,Comedy,1985
761,Comedy,1998
762,Comedy|Romance,1993
763,Comedy,1981
764,Comedy,1986
765,Comedy|Drama,1998
766,Comedy|Thriller,1998
767,Children's|Comedy|Drama,1995
768,Comedy|Drama|Romance,1991
769,Comedy|Drama,1996
770,Comedy,1979
771,Comedy,1983
772,Comedy,1988
773,Comedy|Drama|Western,1970
774,Comedy,1993
775,Comedy,1988
776,Comedy|Fantasy,1988
777,Drama,1998
778,Comedy|Documentary,1989
779,Comedy,1987
780,Children's|Comedy,1979
781,Comedy|Drama|Musical,1984
782,Comedy|Drama,1967
783,Comedy|Drama,1992
784,Comedy|Romance,1977
785,Adventure|Drama,1969
786,Action|Adventure|Sci-Fi,1993
787,Adventure|Thriller,1972
788,Action|Adventure|Crime,1993
789,Action|Thriller,1998
790,Action|Thriller,1998
791,Action|War,1984
792,Action|Romance,2000
793,Action,1992
794,Action|Adventure|Thriller,2000
795,Action|Adventure|Sci-Fi,1987
796,Action|Crime|Mystery,1997
797,Action|Adventure|Thriller,1997
798,Action|Drama|Sci-Fi|Thriller,1998
799,Action|Drama,1993
800,Action|Drama|Thriller|War,1997
801,Action|Romance|Thriller,1994
802,Action|Adventure|Crime,1995
803,Action|Horror|Sci-Fi,1984
804,Action|Thriller,1998
805,Action|Thriller,1996
806,,-
807,Action|Thriller,1992
808,Action|Adventure|Comedy|Horror|Sci-Fi,1993
809,Action|Comedy|Drama,1995
810,Action|Crime|Sci-Fi,1995
811,Action|Adventure|Comedy|Crime,1988
812,Action|Comedy|Musical,1980
813,Action|Drama|War,1987
814,Action|Sci-Fi,1997
815,,-
816,Action|Thriller,1998
817,Action|Crime|Drama,1999
818,,-
819,Action|Sci-Fi|Thriller,1999
820,Action|Sci-Fi|Thriller|War,1986
821,Action|Crime,1992
822,Comedy|Romance,1998
823,Action|Thriller,1999
824,Comedy,1998
825,Comedy,1999
826,Action|Thriller,1999
827,Comedy|Romance,1999
828,Drama,1986
829,,-
830,Comedy,1996
831,Comedy,1998
832,Comedy|Horror,1984
833,Drama,1999
834,Comedy,1999
835,Drama|Musical,1991
836,Drama|Thriller,2000
837,Comedy|Drama,2000
838,Drama|Horror,1999
839,Comedy,1999
840,Comedy|Romance,1999
841,Comedy,1997
842,Action|Comedy|Sci-Fi|War,1996
843,Documentary,1993
844,Documentary,2000
845,Documentary,1994
846,Documentary,1997
847,Comedy,2000
848,Comedy,2000
849,Adventure,1948
850,Drama|Romance,1991
851,Drama,1967
852,Drama,1959
853,Drama,1959
854,Horror,1995
855,Action|Drama|Western,1996
856,Drama,1994
857,Crime|Drama,1997
858,Comedy|Drama|Romance,1994
859,Comedy,2000
860,Horror,1963
861,Comedy|Drama,1995
862,Drama,1984
863,Drama|Thriller,1996
864,Comedy|Romance,1997
865,Comedy,1995
866,Thriller,1965
867,Comedy,1996
868,Comedy,1950
869,Comedy,1994
870,Comedy,1989
871,Drama,1946
872,,-
873,Mystery|Thriller,1944
874,Children's|Comedy,1977
875,Drama,1960
876,Action|Sci-Fi,1992
877,Drama,1973
878,Musical,1956
879,Action|Sci-Fi,2000
880,Drama,1994
881,Animation|Children's,2000
882,Drama,1994
883,Drama,1995
884,Comedy|Romance,1981
885,Drama|Romance|War,1992
886,Comedy,1989
887,Comedy,1994
888,Action|Comedy,1988
889,Documentary,1988
890,Comedy|Sci-Fi,1985
891,Drama|War,1978
892,Crime|Drama|Sci-Fi,1988
893,Action|Adventure,1989
894,,-
895,Action|Comedy|Musical|Sci-Fi,1995
896,,-
897,Action|Sci-Fi|Western,1999
898,Comedy|Drama,1992
899,Drama,1988
900,Action,1992
901,Drama,1961
902,Drama,1996
903,Comedy,1999
904,Drama|Romance,1993
905,Comedy,1998
906,Musical,1979
907,Comedy,1984
908,Action|Comedy|Romance|Thriller,1986
909,Thriller,1992
910,Drama,1999
911,Comedy|Drama|Romance,1996
912,Drama,1995
913,Drama|Musical,1996
914,Action|Romance|Sci-Fi,1979
915,Comedy|Drama,1995
916,Drama|Sci-Fi,1977
917,Horror|Thriller,1997
918,Comedy|Horror,2000
919,Comedy,1996
920,Comedy,2000
921,Thriller,2000
922,,-
923,Action|Sci-Fi|War,1953
924,Comedy,1991
